Time;Speed;Position X;Position Y;Channel;
0.0500132367015;0.0;-880.240966797;194.760925293;0.0;
0.195640176535;0.0;-880.240966797;194.760925293;0.0;
0.652793169022;0.0;-880.240966797;194.760925293;0.0;
0.698953807354;0.0;-880.240966797;194.760925293;0.0;
0.748964071274;0.0;-880.240966797;194.760925293;0.0;
0.798958301544;0.0;-880.240966797;194.760925293;0.0;
0.848961293697;0.0;-880.240966797;194.760925293;0.0;
0.898970901966;0.0;-880.240966797;194.760925293;0.0;
0.948977530003;0.0;-880.240966797;194.760925293;0.0;
0.99897480011;0.0;-880.240966797;194.760925293;0.0;
1.04896819592;0.0;-880.240966797;194.760925293;0.0;
1.09896934032;0.0;-880.240966797;194.760925293;0.0;
1.14898705482;0.0;-880.240966797;194.760925293;0.0;
1.1989825964;0.0;-880.240966797;194.760925293;0.0;
1.24898469448;0.0;-880.240966797;194.760925293;0.0;
1.29899215698;0.0;-880.240966797;194.760925293;0.0;
1.34897685051;0.0;-880.240966797;194.760925293;0.0;
1.39901471138;0.0324987657368;-880.240905762;194.760925293;0.0;
1.44901716709;0.0324987657368;-880.24041748;194.760925293;0.0;
1.49902677536;0.0324987657368;-880.239990234;194.760925293;0.0;
1.54902100563;0.0324987657368;-880.239501953;194.760925293;0.0;
1.5990228653;0.0324987657368;-880.239013672;194.760925293;0.0;
1.6490149498;0.0324987657368;-880.238586426;194.760925293;0.0;
1.69902729988;0.0324987657368;-880.23815918;194.760925293;0.0;
1.74901854992;0.0324987657368;-880.237670898;194.760925293;0.0;
1.7990309;0.0324987657368;-880.237243652;194.760925293;0.0;
1.8490229845;0.0324987657368;-880.236816406;194.760925293;0.0;
1.89904379845;0.0324987657368;-880.23638916;194.760925293;0.0;
1.94904589653;0.0324987657368;-880.235839844;194.760925293;0.0;
1.99903953075;0.0324987657368;-880.235412598;194.760925293;0.0;
2.04901790619;0.0324987657368;-880.234985352;194.760925293;0.0;
2.09901928902;0.0324987657368;-880.234558105;194.760925293;0.0;
2.14902234077;0.0324987657368;-880.234069824;194.760925293;0.0;
2.19902443886;0.0324987657368;-880.233642578;194.760925293;0.0;
2.24901819229;0.0324987657368;-880.233215332;194.760925293;0.0;
2.29902052879;0.0324987657368;-880.232788086;194.760925293;0.0;
2.34902143478;0.0324987657368;-880.23223877;194.760925293;0.0;
2.39903187752;0.0324987657368;-880.231811523;194.760925293;0.0;
2.44903540611;0.0324987657368;-880.231384277;194.760925293;0.0;
2.49902915955;0.0324987657368;-880.230957031;194.760925293;0.0;
2.54903101921;0.0324987657368;-880.23046875;194.760925293;0.0;
2.59904050827;0.0324987657368;-880.230041504;194.760925293;0.0;
2.64903473854;0.0324987657368;-880.229553223;194.760925293;0.0;
2.69903612137;0.0324987657368;-880.229125977;194.760925293;0.0;
2.74903821945;0.0324987657368;-880.228637695;194.760925293;0.0;
2.7990398407;0.0324987657368;-880.228210449;194.760925293;0.0;
2.84904384613;0.0324987657368;-880.227783203;194.760925293;0.0;
2.89905309677;0.0324987657368;-880.227355957;194.760925293;0.0;
2.94904613495;0.0324987657368;-880.226806641;194.760925293;0.0;
2.99904918671;0.0324987657368;-880.226379395;194.760925293;0.0;
3.04905152321;0.0324987657368;-880.225952148;194.760925293;0.0;
3.09909009933;0.0324987657368;-880.225524902;194.760925293;0.0;
3.14910054207;0.0324987657368;-880.225036621;194.760925293;0.0;
3.19909858704;0.0324987657368;-880.224609375;194.760925293;0.0;
3.24907040596;0.0324987657368;-880.224182129;194.760925293;0.0;
3.29909420013;0.0324987657368;-880.223754883;194.760925293;0.0;
3.34907341003;0.0324987657368;-880.223205566;194.760925293;0.0;
3.3990778923;0.0324987657368;-880.22277832;194.760925293;0.0;
3.44907808304;0.0324987657368;-880.222351074;194.760925293;0.0;
3.49910211563;0.0324987657368;-880.221923828;194.760925293;0.0;
3.54908394814;0.0324987657368;-880.221435547;194.760925293;0.0;
3.59906792641;0.0324987657368;-880.221008301;194.760925293;0.0;
3.64909172058;0.0324987657368;-880.220581055;194.760925293;0.0;
3.69907402992;0.0324987657368;-880.220092773;194.760925293;0.0;
3.74909472466;0.0324987657368;-880.219604492;194.760925293;0.0;
3.79913234711;0.0324987657368;-880.219177246;194.760925293;0.0;
3.84908390045;0.0324987657368;-880.21875;194.760925293;0.0;
3.89909625053;0.0324987657368;-880.218322754;194.760925293;0.0;
3.94908809662;0.0324987657368;-880.217834473;194.760925293;0.0;
3.99908995628;0.0324987657368;-880.217346191;194.760925293;0.0;
4.04910802841;0.0324987657368;-880.216918945;194.760925293;0.0;
4.09909391403;0.0324987657368;-880.216491699;194.760925293;0.0;
4.14909744263;0.0324987657368;-880.216003418;194.760925293;0.0;
4.19909906387;0.0324987657368;-880.215576172;194.760925293;0.0;
4.24911499023;0.0324987657368;-880.215148926;194.760925293;0.0;
4.2991027832;0.0324987657368;-880.21472168;194.760925293;0.0;
4.34910583496;0.0324987657368;-880.214172363;194.760925293;0.0;
4.39910840988;0.0324987657368;-880.213745117;194.760925293;0.0;
4.44910955429;0.0324987657368;-880.213317871;194.760925293;0.0;
4.49912691116;0.0324987657368;-880.212890625;194.760925293;0.0;
4.54911279678;0.0324987657368;-880.212402344;194.760925293;0.0;
4.59912538528;0.0324987657368;-880.211975098;194.760925293;0.0;
4.64912605286;0.0324987657368;-880.211547852;194.760925293;0.0;
4.69912052155;0.0324987657368;-880.211120605;194.760925293;0.0;
4.74912261963;0.0324987657368;-880.210571289;194.760925293;0.0;
4.79912376404;0.0324987657368;-880.210144043;194.760925293;0.0;
