Time;Speed;Position X;Position Y;Channel;Acceleration X;
0.0499499887228;0.0;-880.240966797;194.760925293;0.0;0.0;
0.0999273881316;0.0;-880.240966797;194.760925293;0.0;0.0;
0.149940624833;0.0;-880.240966797;194.760925293;0.0;0.0;
0.199942111969;0.0;-880.240966797;194.760925293;0.0;0.0;
0.249972820282;0.0;-880.240966797;194.760925293;0.0;0.0;
0.299955636263;0.0;-880.240966797;194.760925293;0.0;0.0;
0.349950194359;0.0;-880.240966797;194.760925293;0.0;0.0;
0.399948388338;0.0;-880.240966797;194.760925293;0.0;0.0;
0.449954092503;0.0;-880.240966797;194.760925293;0.0;0.0;
0.500002264977;0.0;-880.240966797;194.760925293;0.0;0.0;
0.549951970577;0.0;-880.240966797;194.760925293;0.0;0.0;
0.599971532822;0.0;-880.240966797;194.760925293;0.0;0.0;
0.649972081184;0.0;-880.240966797;194.760925293;0.0;0.0;
0.699973881245;0.0;-880.240966797;194.760925293;0.0;0.0;
0.749976575375;0.0;-880.240966797;194.760925293;0.0;0.0;
0.799978077412;0.0;-880.240966797;194.760925293;0.0;0.0;
0.849983155727;0.0;-880.240966797;194.760925293;0.0;0.0;
0.899937391281;0.0;-880.240966797;194.760925293;0.0;0.0;
0.949984073639;0.0;-880.240966797;194.760925293;0.0;0.0;
0.999969005585;0.0;-880.240966797;194.760925293;0.0;0.0;
1.04998850822;0.0;-880.240966797;194.760925293;0.0;0.0;
1.09999060631;0.0;-880.240966797;194.760925293;0.0;0.0;
1.14997494221;0.0;-880.240966797;194.760925293;0.0;0.0;
1.1999849081;0.0;-880.240966797;194.760925293;0.0;0.0;
1.25002610683;0.0;-880.240966797;194.760925293;0.0;0.0;
1.29999601841;0.0;-880.240966797;194.760925293;0.0;0.0;
1.34999239445;0.0;-880.240966797;194.760925293;0.0;0.0;
1.39997673035;0.0;-880.240966797;194.760925293;0.0;0.0;
1.45000231266;0.0;-880.240966797;194.760925293;0.0;0.0;
1.49999558926;0.0;-880.240966797;194.760925293;0.0;0.0;
1.55003809929;0.0;-880.240966797;194.760925293;0.0;0.0;
1.6000007391;0.0;-880.240966797;194.760925293;0.0;0.0;
1.65004253387;0.0;-880.240966797;194.760925293;0.0;0.0;
1.70004439354;0.0;-880.240966797;194.760925293;0.0;0.0;
1.75004673004;0.0;-880.240966797;194.760925293;0.0;0.0;
1.80001723766;0.0;-880.240966797;194.760925293;0.0;0.0;
1.8500136137;0.0;-880.240966797;194.760925293;0.0;0.0;
1.89999818802;0.0;-880.240966797;194.760925293;0.0;0.0;
1.95001804829;0.0;-880.240966797;194.760925293;0.0;0.0;
2.00002646446;0.0;-880.240966797;194.760925293;0.0;0.0;
2.05002689362;0.0;-880.240966797;194.760925293;0.0;0.0;
2.10002970695;0.0;-880.240966797;194.760925293;0.0;0.0;
2.15006661415;0.0;-880.240966797;194.760925293;0.0;0.0;
2.20003437996;0.0;-880.240966797;194.760925293;0.0;0.0;
2.25001049042;0.0;-880.240966797;194.760925293;0.0;0.0;
2.30003452301;0.0;-880.240966797;194.760925293;0.0;0.0;
2.350035429;0.0;-880.240966797;194.760925293;0.0;0.0;
2.40003418922;0.0;-880.240966797;194.760925293;0.0;0.0;
2.45003962517;0.0;-880.240966797;194.760925293;0.0;0.0;
2.50003838539;0.0;-880.240966797;194.760925293;0.0;0.0;
2.55004405975;0.0;-880.240966797;194.760925293;0.0;0.0;
2.60002636909;0.0;-880.240966797;194.760925293;0.0;0.0;
2.65004658699;0.0;-880.240966797;194.760925293;0.0;0.0;
2.70008587837;0.0;-880.240966797;194.760925293;0.0;0.0;
2.7500565052;0.0;-880.240966797;194.760925293;0.0;0.0;
2.80007767677;0.0;-880.240966797;194.760925293;0.0;0.0;
2.85004878044;0.0;-880.240966797;194.760925293;0.0;0.0;
2.90006232262;0.0;-880.240966797;194.760925293;0.0;0.0;
2.95008969307;0.0;-880.240966797;194.760925293;0.0;0.0;
3.0000705719;0.0;-880.240966797;194.760925293;0.0;0.0;
