Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Acceleration Pedal;Lane Gap;Lane Number;Trip Meter;
210.696807861;79.7461547852;3360.81469727;309.429382324;0.476933509111;22.1517105103;-0.0998395234346;0.0;94.0;0.0;0.309284418821;-0.792137384415;2.0;3045.99707031;
210.746795654;79.8236083984;3359.93383789;308.83291626;0.434400588274;22.1732234955;-0.0984675213695;0.0;94.0;0.0;0.309284418821;-0.78792321682;2.0;3047.06054688;
210.796798706;79.8938903809;3359.05444336;308.232757568;0.393226623535;22.1927471161;-0.0971669927239;0.0;94.0;0.0;0.312575429678;-0.784007430077;2.0;3048.12548828;
210.846801758;79.9670791626;3358.0300293;307.528045654;0.347226202488;22.2130775452;-0.0958734452724;0.0;94.0;0.0;0.309284418821;-0.779897511005;2.0;3049.36889648;
210.89680481;80.0227890015;3357.15356445;306.920196533;0.311551243067;22.2285518646;-0.0946468040347;0.0;94.0;0.0;0.309284418821;-0.776808381081;2.0;3050.43530273;
210.946807861;80.0728378296;3356.27880859;306.308929443;0.277012199163;22.2424545288;-0.0929872989655;0.0;94.0;0.0;0.30599334836;-0.774122297764;2.0;3051.50268555;
210.996810913;80.1167373657;3355.40551758;305.694213867;0.242677628994;22.254650116;-0.0920338183641;0.0;94.0;0.0;0.302702307701;-0.771827161312;2.0;3052.5703125;
211.046859741;80.1614990234;3354.38891602;304.97277832;0.213758274913;22.2670841217;-0.0931015834212;0.0;94.0;0.0;0.30599334836;-0.769621729851;2.0;3053.81665039;
211.096832275;80.1872787476;3353.51953125;304.350769043;0.0762948840857;22.2742443085;-0.0960108116269;0.0;94.0;0.0;0.30599334836;-0.76808488369;2.0;3054.88598633;
211.14680481;80.199180603;3352.65209961;303.725494385;0.0765280202031;22.2775497437;-0.0998957380652;0.0;94.0;0.0;0.30599334836;-0.766791462898;2.0;3055.95532227;
211.19682312;80.2111053467;3351.78710938;303.096923828;0.0782082900405;22.2808628082;-0.104420222342;0.0;94.0;0.0;0.30599334836;-0.765653312206;2.0;3057.0246582;
211.246826172;80.225227356;3350.78076172;302.359283447;0.0827191621065;22.2847862244;-0.10901606828;0.0;94.0;0.0;0.312575429678;-0.764415621758;2.0;3058.27246094;
211.296813965;80.237487793;3349.9206543;301.723297119;0.0798373743892;22.2881908417;-0.111294545233;0.0;94.0;0.0;0.309284418821;-0.763362169266;2.0;3059.34179688;
211.346817017;80.2495117188;3349.06274414;301.083862305;0.0772350355983;22.2915306091;-0.111883863807;0.0;94.0;0.0;0.30599334836;-0.762288689613;2.0;3060.41113281;
211.396835327;80.2612609863;3348.20727539;300.440979004;0.0785003602505;22.2947940826;-0.111314788461;0.0;94.0;0.0;0.309284418821;-0.761205196381;2.0;3061.48095703;
211.446838379;80.2750244141;3347.21240234;299.686676025;0.0768039897084;22.2986183167;-0.109741389751;0.0;94.0;0.0;0.309284418821;-0.759948551655;2.0;3062.73022461;
