Time;Speed;Position X;Position Y;Channel;
0.0499843247235;0.0;-551.655273438;-25.4549369812;0.0;
0.0999520868063;0.0;-551.655273438;-25.4549369812;0.0;
0.149921044707;0.2518222332;-551.655273438;-25.4519424438;0.0;
0.199940606952;0.607433080673;-551.655273438;-25.4437160492;0.0;
0.249914392829;0.607433080673;-551.655273438;-25.4437160492;0.0;
0.299946308136;1.01730072498;-551.655334473;-25.4282684326;0.0;
0.349928826094;1.49384582043;-551.655395508;-25.4022865295;0.0;
0.3999312222;1.49384582043;-551.655395508;-25.4022865295;0.0;
0.449933320284;2.02365732193;-551.655517578;-25.363609314;0.0;
0.499940812588;2.02365732193;-551.655517578;-25.363609314;0.0;
0.549938082695;2.41239023209;-551.655761719;-25.3122577667;0.0;
0.599957048893;2.41239023209;-551.655761719;-25.3122577667;0.0;
0.649941980839;2.85152959824;-551.655944824;-25.2461414337;0.0;
0.699953079224;2.85152959824;-551.655944824;-25.2461414337;0.0;
0.749956429005;3.34661579132;-551.656311035;-25.1611938477;0.0;
0.799956083298;3.34661579132;-551.656311035;-25.1611938477;0.0;
0.849978983402;3.90699744225;-551.656677246;-25.0526695251;0.0;
0.899989187717;3.90699744225;-551.656677246;-25.0526695251;0.0;
0.949990987778;4.50085639954;-551.657165527;-24.9240322113;0.0;
0.999993383884;4.50085639954;-551.657165527;-24.9240322113;0.0;
1.04997348785;5.09548664093;-551.657714844;-24.7785987854;0.0;
1.09999632835;5.09548664093;-551.657714844;-24.7785987854;0.0;
1.14997220039;5.69754457474;-551.658325195;-24.6140460968;0.0;
1.19998216629;5.69754457474;-551.658325195;-24.6140460968;0.0;
1.25000298023;5.69754457474;-551.658325195;-24.6140460968;0.0;
1.29999053478;6.30122900009;-551.658996582;-24.431634903;0.0;
1.35000920296;6.30122900009;-551.658996582;-24.431634903;0.0;
1.3990111351;6.90799427032;-551.659729004;-24.2311515808;0.0;
1.44901204109;6.90799427032;-551.659729004;-24.2311515808;0.0;
1.49897372723;7.5115737915;-551.660522461;-24.0145206451;0.0;
1.54900717735;7.5115737915;-551.660522461;-24.0145206451;0.0;
1.59897768497;7.93090677261;-551.661376953;-23.7823867798;0.0;
1.64901196957;7.93090677261;-551.661376953;-23.7823867798;0.0;
1.69898188114;8.29555034637;-551.662231445;-23.5388908386;0.0;
1.74905705452;8.29555034637;-551.662231445;-23.5388908386;0.0;
