Time;Speed;
0.0500156469643;0.0;
0.0999749749899;0.0;
0.149930685759;0.36607375741;
0.199962899089;0.633026719093;
0.249971017241;0.883322477341;
0.299984544516;1.13400995731;
0.349942356348;1.38841855526;
0.399980902672;1.64670860767;
0.449942648411;1.91000235081;
0.499953776598;2.11669540405;
0.549979329109;2.26145839691;
0.599987745285;2.41168618202;
0.649961531162;2.56501698494;
0.69995880127;2.72134137154;
0.749994635582;2.8803088665;
0.799958825111;3.04195690155;
0.849970817566;3.20648097992;
0.899948239326;3.37397480011;
0.949953317642;3.54455304146;
1.00000154972;3.71781516075;
1.0500023365;3.8939743042;
1.09998250008;4.07238674164;
1.1500068903;4.25266933441;
1.19997739792;4.43350410461;
1.24997973442;4.61486148834;
1.2999818325;4.79672718048;
1.35001647472;4.97907352448;
1.40001881123;5.16183948517;
1.45002090931;5.34509563446;
1.49999141693;5.5287103653;
1.54999411106;5.71267986298;
1.60002875328;5.89696264267;
1.65000855923;6.0815320015;
1.70000123978;6.26623916626;
1.75000584126;6.4512720108;
1.80000543594;6.63652515411;
1.8500136137;6.8219704628;
1.89999973774;7.00761413574;
1.95001327991;7.19336748123;
2.00002527237;7.3788728714;
2.05001831055;7.5646982193;
2.10003066063;7.75039196014;
2.15002274513;7.93599557877;
2.20005750656;8.12150859833;
2.25002765656;8.30652427673;
2.30003070831;8.49085998535;
2.35006523132;8.67450904846;
