Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Lane Number;Cartesian Distance;Current Task;Channel;
0.0499858297408;0.0;1615.92907715;-1.75;0.0;0.0;0.0;0.0;64.0;0.0;3.0;385.966552734;0.0;0.0;
0.0999999716878;0.31869918108;1615.93188477;-1.74999046326;1.63905715942;0.0885275527835;8.93887990969e-05;0.0;64.0;0.0;3.0;385.966552734;0.0;0.0;
0.150009289384;0.593493819237;1615.9395752;-1.74999129772;1.38349318504;0.164859399199;0.000105838778836;0.0;64.0;0.0;3.0;385.95602417;0.0;0.0;
0.200011685491;0.817799150944;1615.9510498;-1.74999129772;-0.714380383492;0.227166429162;8.05034724181e-05;0.0;64.0;0.0;3.0;385.944580078;0.0;0.0;
0.250016778708;1.0048532486;1615.9654541;-1.74999046326;-8.94017791748;0.279125899076;5.39323555131e-05;0.0;64.0;0.0;3.0;385.932952881;0.0;0.0;
0.300010442734;1.17969465256;1615.9822998;-1.74998962879;-9.27719116211;0.327692955732;8.41043311084e-06;0.0;64.0;0.0;3.0;385.92791748;0.0;0.0;
0.350009828806;1.33653473854;1616.00109863;-1.74998879433;-9.5419626236;0.371259659529;-2.61732766376e-05;0.0;64.0;0.0;3.0;385.909423828;0.0;0.0;
0.400010108948;1.48206579685;1616.02148438;-1.74998807907;-9.8408536911;0.411684930325;-5.38222484465e-05;0.0;64.0;0.0;3.0;385.889312744;0.0;0.0;
0.450019150972;1.61732208729;1616.04321289;-1.7499884367;-9.7063627243;0.449256122112;-2.49807162618e-05;0.0;64.0;0.0;3.0;385.86807251;0.0;0.0;
0.50002092123;1.74399793148;1616.06616211;-1.74998855591;-9.69108486176;0.484443873167;-1.10179607873e-05;0.0;64.0;0.0;3.0;385.844818115;0.0;0.0;
0.55001938343;1.86700677872;1616.09082031;-1.74998903275;-9.68808937073;0.518612980843;6.41461383566e-06;0.0;64.0;0.0;3.0;385.82019043;0.0;0.0;
0.600031733513;1.98847603798;1616.11706543;-1.74998927116;-9.62695980072;0.552354454994;1.21547673189e-05;0.0;64.0;0.0;3.0;385.793792725;0.0;0.0;
0.650015473366;2.1085691452;1616.14538574;-1.74998891354;-9.65577030182;0.585713684559;-6.21867548034e-06;0.0;64.0;0.0;3.0;385.765472412;0.0;0.0;
0.70003169775;2.22768950462;1616.17541504;-1.74998891354;-9.68390750885;0.618802666664;2.25193252845e-06;0.0;64.0;0.0;3.0;385.735443115;0.0;0.0;
0.750029265881;2.34586191177;1616.20727539;-1.74998927116;-9.74775505066;0.651628315449;1.47822929648e-05;0.0;64.0;0.0;3.0;385.703643799;0.0;0.0;
0.800025641918;2.46275568008;1616.24072266;-1.74998927116;-9.794713974;0.684098780155;9.7129632195e-06;0.0;64.0;0.0;3.0;385.670196533;0.0;0.0;
0.850029587746;2.57824659348;1616.27600098;-1.74998915195;-9.79064369202;0.716179609299;3.55800261786e-06;0.0;64.0;0.0;3.0;385.635131836;0.0;0.0;
0.900047302246;2.69222688675;1616.31274414;-1.74998891354;-9.80082702637;0.747840821743;-1.09869570224e-05;0.0;64.0;0.0;3.0;385.598358154;0.0;0.0;
0.950045764446;2.80451107025;1616.35107422;-1.74998891354;-9.76908874512;0.77903085947;-1.08508038466e-05;0.0;64.0;0.0;3.0;385.560028076;0.0;0.0;
1.00005030632;2.91469192505;1616.39086914;-1.74998891354;-9.89407062531;0.80963665247;-1.70217226696e-05;0.0;64.0;0.0;3.0;385.520111084;0.0;0.0;
1.05004572868;3.02290391922;1616.43225098;-1.74998915195;-9.8410358429;0.839695513248;1.31956494442e-05;0.0;64.0;0.0;3.0;385.478912354;0.0;0.0;
1.10004723072;3.12854671478;1616.47509766;-1.74998891354;-9.84739112854;0.86904078722;-1.94976519197e-06;0.0;64.0;0.0;3.0;385.436004639;0.0;0.0;
1.15006053448;3.23141908646;1616.51940918;-1.74998915195;-9.873046875;0.897616446018;-6.83907455823e-06;0.0;64.0;0.0;3.0;385.39175415;0.0;0.0;
1.20005059242;3.33128857613;1616.56506348;-1.74998891354;-9.92562007904;0.925357937813;1.18139323604e-05;0.0;64.0;0.0;3.0;385.346099854;0.0;0.0;
1.25005054474;3.42794156075;1616.61206055;-1.74998879433;-9.87471866608;0.952206015587;-8.83355824044e-06;0.0;64.0;0.0;3.0;385.299133301;0.0;0.0;
1.30005323887;3.5211327076;1616.66040039;-1.7499884367;-9.96947288513;0.978092432022;1.4354426412e-06;0.0;64.0;0.0;3.0;385.250732422;0.0;0.0;
1.35005044937;3.61120343208;1616.71008301;-1.74998819828;-10.0048456192;1.00311207771;2.13078737943e-06;0.0;64.0;0.0;3.0;385.20123291;0.0;0.0;
1.40006196499;3.69885087013;1616.76086426;-1.74998784065;-10.0770597458;1.02745854855;-7.15954820407e-06;0.0;64.0;0.0;3.0;385.150421143;0.0;0.0;
1.45006847382;3.78480935097;1616.81298828;-1.74998724461;-10.1044197083;1.05133593082;8.15190924186e-06;0.0;64.0;0.0;3.0;385.098449707;0.0;0.0;
1.50006520748;3.86965847015;1616.86621094;-1.74998748302;-10.1332263947;1.07490515709;3.6113058286e-06;0.0;64.0;0.0;3.0;385.045227051;0.0;0.0;
1.55007004738;3.95397639275;1616.9206543;-1.74998748302;-10.122836113;1.09832680225;-1.17427825899e-05;0.0;64.0;0.0;3.0;384.990875244;0.0;0.0;
1.6000648737;4.03811311722;1616.97631836;-1.74998736382;-10.1328668594;1.1216981411;-4.62489879283e-06;0.0;64.0;0.0;3.0;384.935272217;0.0;0.0;
1.65006995201;4.12239408493;1617.03308105;-1.74998760223;-10.1395959854;1.14510941505;6.28067300568e-06;0.0;64.0;0.0;3.0;384.878540039;0.0;0.0;
1.70008051395;4.20713043213;1617.09106445;-1.74998772144;-10.1307096481;1.16864740849;-4.19066691393e-06;0.0;64.0;0.0;3.0;384.820587158;0.0;0.0;
1.75008106232;4.29241418839;1617.15014648;-1.74998772144;-10.1073961258;1.19233727455;-2.14393867282e-06;0.0;64.0;0.0;3.0;384.761444092;0.0;0.0;
1.8000831604;4.37849473953;1617.21044922;-1.74998784065;-10.0858421326;1.21624851227;1.51936555994e-05;0.0;64.0;0.0;3.0;384.70111084;0.0;0.0;
1.8500828743;4.46542453766;1617.27209473;-1.74998784065;-10.0259656906;1.24039566517;-5.10498421136e-06;0.0;64.0;0.0;3.0;384.639556885;0.0;0.0;
1.90007078648;4.55324029922;1617.33483887;-1.74998784065;-10.0287389755;1.26478898525;-6.63952914692e-06;0.0;64.0;0.0;3.0;384.576751709;0.0;0.0;
1.95004785061;4.6422162056;1617.39880371;-1.74998784065;-9.98604011536;1.28950452805;-1.44468685903e-05;0.0;64.0;0.0;3.0;384.512786865;0.0;0.0;
2.00009250641;4.73223876953;1617.46411133;-1.74998772144;-9.95630931854;1.3145108223;-1.49040315591e-05;0.0;64.0;0.0;3.0;384.447540283;0.0;0.0;
2.05009961128;4.82353782654;1617.53051758;-1.74998784065;-9.88858604431;1.33987164497;3.67215932329e-07;0.0;64.0;0.0;3.0;384.381011963;0.0;0.0;
2.10008525848;4.91608905792;1617.59838867;-1.74998807907;-9.86215114594;1.36558032036;1.10566934381e-05;0.0;64.0;0.0;3.0;384.313140869;0.0;0.0;
2.15010547638;5.00963878632;1617.66748047;-1.74998831749;-9.79384040833;1.39156639576;1.66734698723e-05;0.0;64.0;0.0;3.0;384.24407959;0.0;0.0;
2.20009851456;5.10313177109;1617.73779297;-1.7499884367;-9.71608448029;1.41753661633;1.74950200744e-05;0.0;64.0;0.0;3.0;384.173614502;0.0;0.0;
2.25009083748;5.1980919838;1617.80944824;-1.74998831749;-9.62564659119;1.44391441345;6.41474525764e-06;0.0;64.0;0.0;3.0;384.101837158;0.0;0.0;
2.30009937286;5.29455709457;1617.88256836;-1.74998807907;-9.48750305176;1.47071027756;1.14249760372e-05;0.0;64.0;0.0;3.0;384.028747559;0.0;0.0;
2.35009813309;5.39244413376;1617.95690918;-1.74998784065;-9.36462306976;1.49790120125;-1.67097241501e-05;0.0;64.0;0.0;3.0;383.954223633;0.0;0.0;
2.40010023117;5.49186468124;1618.03259277;-1.74998807907;-9.24177742004;1.52551794052;-1.23446625366e-05;0.0;64.0;0.0;3.0;383.878356934;0.0;0.0;
2.45009922981;5.59280204773;1618.10974121;-1.74998819828;-9.07696342468;1.55355608463;-5.14646274041e-07;0.0;64.0;0.0;3.0;383.801086426;0.0;0.0;
2.50011396408;5.69528865814;1618.18823242;-1.74998807907;-8.90165328979;1.58202469349;-1.08268441181e-05;0.0;64.0;0.0;3.0;383.722381592;0.0;0.0;
2.55011105537;5.79933166504;1618.26831055;-1.74998855591;-8.66616821289;1.61092543602;6.90629940436e-06;0.0;64.0;0.0;3.0;383.642150879;0.0;0.0;
2.60010671616;5.90495061874;1618.34973145;-1.74998879433;-8.41870498657;1.64026403427;2.09563440876e-05;0.0;64.0;0.0;3.0;383.560424805;0.0;0.0;
2.65012335777;6.0122218132;1618.43261719;-1.74998867512;-8.14212703705;1.67006158829;-5.35845128979e-06;0.0;64.0;0.0;3.0;383.477203369;0.0;0.0;
2.70013570786;6.12110471725;1618.51696777;-1.74998855591;-7.79781961441;1.7003068924;-1.04943337647e-05;0.0;64.0;0.0;3.0;383.392456055;0.0;0.0;
2.75011992455;6.23190736771;1618.60290527;-1.74998879433;-7.17754364014;1.73108541965;-6.04850811214e-06;0.0;64.0;0.0;3.0;383.306030273;0.0;0.0;
2.80013895035;6.34742641449;1618.69042969;-1.74998855591;-3.23160839081;1.7631739378;-7.23572929928e-06;0.0;64.0;0.0;3.0;383.21774292;0.0;0.0;
2.85013413429;6.46132850647;1618.77941895;-1.74998879433;-2.86785936356;1.79481351376;-6.26497921985e-06;0.0;64.0;0.0;3.0;383.12298584;0.0;0.0;
2.9001250267;6.57696008682;1618.87011719;-1.74998891354;-2.38856935501;1.82693338394;-9.87195289781e-06;0.0;64.0;0.0;3.0;383.031890869;0.0;0.0;
2.95013785362;6.69406652451;1618.96228027;-1.74998891354;-2.05321216583;1.85946297646;-6.92410185366e-06;0.0;64.0;0.0;3.0;382.939025879;0.0;0.0;
3.00012588501;6.81286764145;1619.05615234;-1.74998915195;-1.43803632259;1.89246320724;5.35390609002e-06;0.0;64.0;0.0;3.0;382.844726562;0.0;0.0;
3.05014872551;6.93335008621;1619.1517334;-1.74998915195;-0.573142468929;1.92593061924;-4.02145542466e-06;0.0;64.0;0.0;3.0;382.748352051;0.0;0.0;
3.10014295578;7.05519866943;1619.24890137;-1.74998939037;0.280918121338;1.9597774744;-8.13797396404e-06;0.0;64.0;0.0;3.0;382.649932861;0.0;0.0;
3.15012288094;7.17794561386;1619.34777832;-1.749989748;0.602670967579;1.99387383461;3.48257503902e-06;0.0;64.0;0.0;3.0;382.549865723;0.0;0.0;
3.20015120506;7.30170154572;1619.44836426;-1.74998998642;0.556851804256;2.02825045586;1.48961053128e-05;0.0;64.0;0.0;3.0;382.448913574;0.0;0.0;
3.25015950203;7.42696475983;1619.55065918;-1.74999022484;0.729264259338;2.06304574013;2.01089351322e-05;0.0;64.0;0.0;3.0;382.346588135;0.0;0.0;
3.30013728142;7.55335474014;1619.65466309;-1.74999022484;0.662762463093;2.09815406799;6.55018675388e-06;0.0;64.0;0.0;3.0;382.242401123;0.0;0.0;
3.35014200211;7.68114185333;1619.76049805;-1.74999022484;0.73540109396;2.13365054131;-5.34700393473e-06;0.0;64.0;0.0;3.0;382.136779785;0.0;0.0;
