Time;Speed;Position X;Position Y;Acceleration X;Acceleration Y;
0.0499924570322;0.0;-900.086914062;194.760879517;0.0;0.0;
0.0999680459499;0.0;-900.086914062;194.760879517;0.0;0.0;
0.14995598793;0.365880787373;-900.082519531;194.760879517;2.03526353836;-5.40300015928e-06;
0.199958071113;0.632754921913;-900.07434082;194.760879517;1.48281788826;-3.2785685562e-06;
0.249967396259;0.883073091507;-900.062561035;194.760879517;1.39119458199;-2.60403612629e-06;
0.299977332354;1.13373982906;-900.047424316;194.760879517;1.39227712154;2.15155614569e-06;
0.349986046553;1.38786017895;-900.028808594;194.760879517;1.41213059425;1.91525832633e-05;
0.399967640638;1.64643251896;-900.006652832;194.760879517;1.43617415428;3.36528428306e-05;
0.449966728687;1.90942001343;-899.980834961;194.760879517;1.46134161949;0.000118678195577;
0.499972432852;2.11389088631;-899.951904297;194.760879517;-24.0251159668;0.0800308063626;
0.549974858761;2.25999355316;-899.921081543;194.760879517;-11.0421762466;0.0909806415439;
0.599991977215;2.41079711914;-899.888183594;194.760879517;-0.00010474872397;1.31543629323e-05;
0.649979650974;2.56444787979;-899.853149414;194.760879517;-0.000118559393741;1.91739000002e-05;
0.699982345104;2.7212293148;-899.815917969;194.760879517;0.867949128151;0.0037977299653;
0.74998408556;2.88021087646;-899.776489258;194.760879517;0.88336199522;0.00456280820072;
0.800000369549;3.04207992554;-899.734741211;194.760848999;0.898950278759;0.00468420796096;
0.850003361702;3.20672798157;-899.690795898;194.760787964;0.91483694315;0.00545209785923;
0.899991571903;3.3743584156;-899.64453125;194.760696411;0.930928885937;0.00517996074632;
0.94999396801;3.54485702515;-899.59588623;194.760559082;0.947334766388;0.00588982272893;
0.999996364117;3.71843314171;-899.544799805;194.760391235;0.963911414146;0.00504305539653;
1.05004692078;3.8945813179;-899.491333008;194.760162354;0.978715121746;0.00498704658821;
1.10001528263;4.07331752777;-899.43536377;194.759857178;0.992559313774;0.00401950161904;
1.15000534058;4.25368976593;-899.376953125;194.759475708;1.00218558311;0.00443158112466;
1.20002007484;4.43469381332;-899.315979004;194.759002686;1.00510907173;0.00188146461733;
1.25002217293;4.61619377136;-899.252502441;194.758407593;1.00800931454;0.000336337019689;
1.30001080036;4.79822349548;-899.186462402;194.757659912;1.0107820034;-0.00155631813686;
1.35002696514;4.98061561584;-899.117919922;194.756759644;1.01360249519;-0.00163842970505;
1.40001583099;5.16358947754;-899.046875;194.75567627;1.01588201523;-0.00646662991494;
1.45001828671;5.3469004631;-898.973266602;194.754364014;1.01846206188;-0.00682691531256;
1.50003480911;5.53068256378;-898.897094727;194.752807617;1.02028799057;-0.01298391819;
1.55003201962;5.71478462219;-898.818359375;194.750961304;1.02221488953;-0.0168574694544;
1.60002577305;5.89920186996;-898.737060547;194.748794556;1.02391219139;-0.0211705006659;
1.65003681183;6.08385038376;-898.653259277;194.746261597;1.02587592602;-0.0220964010805;
1.70003056526;6.26870727539;-898.566894531;194.74331665;-1.22247862816;0.101906761527;
1.75005042553;6.4537653923;-898.477966309;194.73991394;-11.8433275223;0.839510798454;
1.80004346371;6.63908433914;-898.386474609;194.73600769;-6.72622442245;0.503039896488;
1.85005187988;6.82463169098;-898.292419434;194.731567383;1.03084909916;-0.0440315976739;
1.90004038811;7.01022148132;-898.195800781;194.726501465;-1.23172092438;0.110455341637;
1.95004248619;7.19589805603;-898.096679688;194.720779419;1.03157174587;-0.0573561266065;
2.00005936623;7.38153791428;-897.994995117;194.71434021;-1.30597519875;0.118098400533;
2.05007195473;7.56720066071;-897.890808105;194.707107544;1.03153157234;-0.0720382034779;
2.10004878044;7.75289821625;-897.784057617;194.699035645;1.02991092205;-0.0864753425121;
2.15006661415;7.93849754333;-897.674804688;194.690063477;1.02936446667;-0.0948418304324;
2.20006322861;8.12396907806;-897.563049316;194.680099487;1.02872371674;-0.103430204093;
2.25006890297;8.30885601044;-897.448852539;194.669113159;1.02752315998;-0.104711562395;
