Time;Speed;
0.0999451577663;0.0;
0.14991171658;0.366372734308;
0.199914708734;0.633326053619;
0.249936982989;0.883412539959;
0.299919784069;1.13402020931;
0.349940866232;1.38826274872;
0.399928510189;1.64670467377;
0.449931502342;1.90975856781;
0.499929666519;2.11497211456;
0.549931764603;2.26045012474;
0.599954068661;2.4110224247;
0.649942874908;2.56499814987;
0.699944078922;2.72149634361;
0.74994134903;2.88029718399;
0.799946129322;3.04183650017;
0.849964797497;3.20631480217;
0.899947941303;3.37359881401;
0.949952125549;3.54387426376;
0.999957203865;3.71713781357;
1.0499689579;3.89309930801;
1.09996199608;4.07147550583;
1.14997911453;4.25167894363;
1.1999655962;4.43238353729;
1.249969244;4.6099896431;
1.29997038841;4.7916765213;
1.3499724865;4.97392559052;
1.399985075;5.15658950806;
1.44997763634;5.33962583542;
1.49998116493;5.52313995361;
1.54897856712;5.7069735527;
1.59898281097;5.89107561111;
1.64898574352;6.07554960251;
1.69898629189;6.26017141342;
1.74898934364;6.4449596405;
1.79899203777;6.63000202179;
1.84899294376;6.81514883041;
1.89898478985;7.00040912628;
1.94899892807;7.18577671051;
1.99900555611;7.37108469009;
2.04900741577;7.55623435974;
2.0990049839;7.7412981987;
2.14905667305;7.92646932602;
2.19905519485;8.11151504517;
2.24909424782;8.29599380493;
2.2990231514;8.47984600067;
2.34904265404;8.6630115509;
2.39904546738;8.84551811218;
2.44903492928;9.02736949921;
2.49903845787;9.20868015289;
2.54904818535;9.38926315308;
2.59903097153;9.56950092316;
2.64903664589;9.74897193909;
2.69903445244;9.92806911469;
2.74905562401;10.1071128845;
2.79903841019;10.286529541;
2.84904050827;10.4667816162;
