Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Acceleration Pedal;Lane Gap;Lane Number;Trip Meter;
2.9501311779;-1.21055632007e-06;35.3844490051;-1.74999606609;6.22751804258e-06;-3.36265628675e-07;2.82744955921e-11;0.0;0.0;0.0;0.0;3.96157929572e-06;3.0;0.0;
3.00012516975;-1.03348975244e-06;35.3844490051;-1.74999606609;6.93038236932e-06;-2.87080496264e-07;-2.23485248085e-08;0.0;0.0;0.0;0.0;3.96170935346e-06;3.0;0.0;
3.05013155937;-8.61269484176e-07;35.3844490051;-1.74999606609;2.20344691115e-06;-2.39241529698e-07;6.19434295523e-11;0.0;0.0;0.0;0.0;3.96190898755e-06;3.0;0.0;
3.10010409355;-7.36657341349e-07;35.3844490051;-1.74999606609;6.93291849529e-06;-2.04627042422e-07;4.45503012259e-08;0.0;0.0;0.0;0.0;3.96203449782e-06;3.0;0.0;
3.15013813972;-6.46224691536e-07;35.3844490051;-1.74999606609;-6.53997915379e-07;-1.79506855602e-07;-3.14340109497e-09;0.0;0.0;0.0;0.0;3.96208770326e-06;3.0;0.0;
3.20014238358;-5.525601523e-07;35.3844490051;-1.74999606609;-3.05085745822e-06;-1.53488926458e-07;6.45233599883e-09;0.0;0.0;0.0;0.0;3.96214272769e-06;3.0;0.0;
3.25014138222;-4.59336263248e-07;35.3844490051;-1.74999606609;-1.49800769123e-06;-1.27593409616e-07;-2.86446901754e-08;0.0;0.0;0.0;0.0;3.96215136789e-06;3.0;0.0;
3.30013990402;-3.92845009856e-07;35.3844490051;-1.74999606609;-2.46531385528e-06;-1.0912361148e-07;2.87477917027e-08;0.0;0.0;0.0;0.0;3.9622514123e-06;3.0;0.0;
3.35010099411;-3.32817762683e-07;35.3844490051;-1.74999606609;3.36167727255e-06;-9.24493761545e-08;-1.89081639235e-08;0.0;0.0;0.0;0.0;3.96218365495e-06;3.0;0.0;
3.40015172958;-2.84285704311e-07;35.3844490051;-1.74999606609;-2.92901313514e-06;-7.89682488289e-08;2.66946220684e-09;0.0;0.0;0.0;0.0;3.96229688704e-06;3.0;0.0;
3.4501657486;-2.424098966e-07;35.3844490051;-1.74999606609;2.1718105927e-06;-6.73360815995e-08;4.29002083857e-10;0.0;0.0;0.0;0.0;3.96234599975e-06;3.0;0.0;
3.50016736984;-2.07047563094e-07;35.3844490051;-1.74999606609;-4.18827448811e-06;-5.75132119707e-08;3.77839926013e-10;0.0;0.0;0.0;0.0;3.96234736399e-06;3.0;0.0;
3.5501563549;-1.82918086011e-07;35.3844490051;-1.74999606609;2.74645253739e-06;-5.08105806318e-08;1.07691624507e-08;0.0;0.0;0.0;0.0;3.96238237954e-06;3.0;0.0;
3.60016274452;-1.48599838212e-07;35.3844490051;-1.74999606609;2.16824062704e-07;-4.12777332315e-08;-3.15395243256e-09;0.0;0.0;0.0;0.0;3.96238692701e-06;3.0;0.0;
3.65015363693;-1.35747100671e-07;35.3844490051;-1.74999606609;-2.81411530523e-06;-3.77075295432e-08;-9.84725101461e-09;0.0;0.0;0.0;0.0;3.96234599975e-06;3.0;0.0;
3.70016050339;3.62432416523e-07;35.3844490051;-1.74999606609;8.41116559513e-07;1.00675670467e-07;2.89093460282e-09;0.0;0.0;0.0;0.0;3.96260202251e-06;3.0;0.0;
3.75016021729;2.36503296946e-07;35.3844490051;-1.74999606609;-3.35023128173e-06;6.56953602629e-08;-1.50959102996e-08;0.0;0.0;0.0;0.0;3.9630167521e-06;3.0;0.0;
3.80016446114;-1.83518963581e-07;35.3844490051;-1.74999606609;-1.93663277059e-06;-5.09774906732e-08;-3.32410436954e-08;0.0;0.0;0.0;0.0;3.96335326514e-06;3.0;0.0;
3.85017061234;-4.74646355997e-07;35.3844490051;-1.74999606609;5.61362583085e-07;-1.31846206841e-07;1.99245828725e-08;0.0;0.0;0.0;0.0;3.96204177378e-06;3.0;0.0;
3.90016841888;-3.38225561336e-07;35.3844490051;-1.74999606609;4.18356376031e-06;-9.39515416576e-08;1.22304397721e-08;0.0;0.0;0.0;0.0;3.96139921577e-06;3.0;0.0;
3.95016741753;-2.20627384806e-07;35.3844490051;-1.74999606609;3.69116810361e-06;-6.12853838788e-08;1.62122262282e-08;0.0;0.0;0.0;0.0;3.96181667384e-06;3.0;0.0;
4.00017499924;-1.37534016176e-07;35.3844490051;-1.74999606609;2.40231156567e-06;-3.82038933822e-08;-1.62553348559e-08;0.0;0.0;0.0;0.0;3.96206860387e-06;3.0;0.0;
4.05016231537;-6.5748949396e-08;35.3844490051;-1.74999606609;2.78357242678e-06;-1.82635968571e-08;8.89666917914e-09;0.0;0.0;0.0;0.0;3.9623628254e-06;3.0;0.0;
4.10018348694;-4.28286774934e-08;35.3844490051;-1.74999606609;-3.01953718918e-06;-1.18968550566e-08;-5.94966254042e-09;0.0;0.0;0.0;0.0;3.96246196033e-06;3.0;0.0;
4.15017938614;-1.17178906578e-08;35.3844490051;-1.74999606609;3.2580410334e-06;-3.25496962716e-09;2.43960531776e-08;0.0;0.0;0.0;0.0;3.96249924961e-06;3.0;0.0;
4.20018196106;-5.74809977394e-09;35.3844490051;-1.74999606609;-2.90011848847e-06;-1.59669444333e-09;2.49821709986e-08;0.0;0.0;0.0;0.0;3.9624924284e-06;3.0;0.0;
4.25018310547;1.20029080009e-08;35.3844490051;-1.74999606609;8.12711505205e-07;3.33414118536e-09;2.21966658387e-08;0.0;0.0;0.0;0.0;3.96251243728e-06;3.0;0.0;
4.30017995834;1.14195124468e-08;35.3844490051;-1.74999606609;-1.71953331574e-06;3.17208681544e-09;-1.28564652258e-08;0.0;0.0;0.0;0.0;3.96236509914e-06;3.0;0.0;
