Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Lane Number;Trip Meter;
0.0499918535352;0.0;17792.3320312;2.73778367043;0.0;0.0;0.0;0.0;116.0;0.0;3.0;0.0;
0.199729189277;0.886757671833;17792.3085938;2.73778367043;6.12387037277;0.246321573853;-1.19007881949e-05;0.0;116.0;0.0;3.0;0.0254924781621;
0.230889350176;1.12830650806;17792.2929688;2.73778390884;10.8918037415;0.313418477774;2.1897149054e-05;0.0;116.0;0.0;3.0;0.0438853353262;
0.250034272671;1.12830650806;17792.2929688;2.73778390884;10.8918037415;0.313418477774;2.1897149054e-05;0.0;116.0;0.0;3.0;0.0438853353262;
0.300005942583;1.34907853603;17792.2753906;2.73778367043;10.9538650513;0.374744027853;-3.47996160599e-06;0.0;116.0;0.0;3.0;0.0647184476256;
0.350009828806;1.55777525902;17792.2539062;2.73778367043;11.3649721146;0.43271535635;6.47838351142e-06;0.0;116.0;0.0;3.0;0.0873828455806;
0.400017946959;1.75986528397;17792.2304688;2.73778319359;11.5882329941;0.488851457834;-3.30563671014e-05;0.0;116.0;0.0;3.0;0.111400604248;
0.450004994869;1.95444154739;17792.2050781;2.73778319359;11.0518703461;0.542900443077;-1.9173068722e-05;0.0;116.0;0.0;3.0;0.137073069811;
0.500029087067;2.14061260223;17792.1757812;2.73778367043;10.869890213;0.594614624977;3.24144934893e-06;0.0;116.0;0.0;3.0;0.164988651872;
0.550023913383;2.32023143768;17792.1464844;2.73778390884;10.9137525558;0.644508719444;7.25005565982e-06;0.0;116.0;0.0;3.0;0.195358380675;
0.600032329559;2.49602770805;17792.1132812;2.73778390884;10.7860136032;0.693341016769;3.97805297325e-06;0.0;116.0;0.0;3.0;0.228240221739;
0.650034725666;2.66861796379;17792.078125;2.73778343201;10.8565130234;0.741282761097;-3.54050353053e-05;0.0;116.0;0.0;3.0;0.263661384583;
0.700025379658;2.8395113945;17792.0410156;2.73778343201;10.7950105667;0.788753151894;7.52510231905e-06;0.0;116.0;0.0;3.0;0.301617056131;
0.750086188316;3.00849056244;17792.0;2.73778367043;10.8422241211;0.835691809654;-4.67213794764e-07;0.0;116.0;0.0;3.0;0.342061698437;
0.800033211708;3.17608833313;17791.9570312;2.73778367043;10.7678022385;0.882246732712;2.03258173315e-06;0.0;116.0;0.0;3.0;0.384924709797;
0.850091576576;3.34244632721;17791.9121094;2.73778367043;10.6857852936;0.928457319736;-1.01112573248e-05;0.0;116.0;0.0;3.0;0.43013381958;
0.900031328201;3.50740027428;17791.8632812;2.73778390884;10.6336431503;0.974277853966;3.24247375829e-05;0.0;116.0;0.0;3.0;0.47763261199;
0.950042486191;3.67097520828;17791.8144531;2.73778319359;10.6508045197;1.01971530914;1.38044360938e-05;0.0;116.0;0.0;3.0;0.527375936508;
1.00003826618;3.8330848217;17791.7617188;2.73778367043;10.853925705;1.06474578381;-1.6296899048e-06;0.0;116.0;0.0;3.0;0.579343020916;
1.05003070831;3.99419641495;17791.7089844;2.73778343201;10.9838962555;1.10949897766;9.43944178289e-06;0.0;116.0;0.0;3.0;0.633530914783;
1.10005092621;4.15493583679;17791.6523438;2.73778295517;11.0434131622;1.15414881706;5.14246166858e-05;0.0;116.0;0.0;3.0;0.689950287342;
1.15005147457;4.31537342072;17791.59375;2.73778295517;11.0418024063;1.19871485233;-4.81764072902e-06;0.0;116.0;0.0;3.0;0.748606920242;
1.20005500317;4.47582530975;17791.5332031;2.73778223991;11.0516633987;1.24328482151;-8.63894820213e-06;0.0;116.0;0.0;3.0;0.809502959251;
1.25007164478;4.6365070343;17791.46875;2.7377820015;11.0447883606;1.28791868687;5.89817727814e-06;0.0;116.0;0.0;3.0;0.872644364834;
1.30008149147;4.79774951935;17791.4042969;2.73778176308;11.0322780609;1.33270823956;2.28412045544e-06;0.0;116.0;0.0;3.0;0.938036978245;
1.35005712509;4.96004676819;17791.3359375;2.73778152466;11.0095396042;1.37779080868;-3.00587657875e-07;0.0;116.0;0.0;3.0;1.00568449497;
1.40004384518;5.12266588211;17791.265625;2.73778152466;10.9331207275;1.42296278477;-8.89990496944e-06;0.0;116.0;0.0;3.0;1.07559549809;
1.45005774498;5.28641748428;17791.1933594;2.73778152466;10.8285961151;1.46844935417;2.89253603114e-05;0.0;116.0;0.0;3.0;1.14777469635;
1.5000320673;5.45237493515;17791.1191406;2.73778128624;10.6706466675;1.51454854012;-6.74733246342e-06;0.0;116.0;0.0;3.0;1.22224712372;
1.55007004738;5.62058544159;17791.0429688;2.7377808094;10.5040178299;1.56127369404;-2.1040388674e-05;0.0;116.0;0.0;3.0;1.2990437746;
1.60006392002;5.79115247726;17790.9628906;2.73778057098;10.2536754608;1.60865342617;-2.02244227694e-05;0.0;116.0;0.0;3.0;1.37820255756;
1.65005099773;5.96414089203;17790.8828125;2.7377808094;9.9615650177;1.65670585632;8.0711879491e-06;0.0;116.0;0.0;3.0;1.45975351334;
1.70008528233;6.13925027847;17790.7988281;2.73778057098;9.52283287048;1.70534729958;1.48352728502e-05;0.0;116.0;0.0;3.0;1.54373025894;
1.75008225441;6.31664705276;17790.7109375;2.73778009415;8.99231910706;1.75462412834;-2.6835290555e-05;0.0;116.0;0.0;3.0;1.63016653061;
1.80007922649;6.49605894089;17790.6230469;2.73778009415;8.05101013184;1.80446076393;4.38009010395e-06;0.0;116.0;0.0;3.0;1.71908998489;
1.85007679462;6.67429733276;17790.53125;2.73777985573;2.83714389801;1.85397148132;-9.76119008556e-06;0.0;116.0;0.0;3.0;1.81053900719;
