Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Lane Number;Trip Meter;
0.0499719753861;0.0;15.2142095566;-1.75;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;
0.0999737679958;0.320404589176;15.2169055939;-1.75;1.6451485157;0.089001275599;-3.64897829286e-07;0.0;0.0;0.0;3.0;0.0;
0.149984300137;0.596658170223;15.2245721817;-1.75;1.38947367668;0.165738373995;-3.55906081495e-07;0.0;0.0;0.0;3.0;0.0101278480142;
0.199979156256;0.824442386627;15.2360696793;-1.75;1.17551016808;0.229011774063;-2.11614548107e-07;0.0;0.0;0.0;3.0;0.0244927071035;
0.249990895391;1.0109411478;15.2505636215;-1.75;-9.0368270874;0.280816972256;3.92427459417e-08;0.0;0.0;0.0;3.0;0.0416386649013;
0.299974918365;1.18730187416;15.2675123215;-1.75;-9.24556922913;0.329806089401;1.00315368456e-07;0.0;0.0;0.0;3.0;0.0605928450823;
0.349985450506;1.3455029726;15.2864646912;-1.75;-9.50897407532;0.373750835657;1.10495065542e-07;0.0;0.0;0.0;3.0;0.0807285532355;
0.399988442659;1.49232912064;15.3069944382;-1.75;-9.83393669128;0.414535880089;-1.89493962188e-10;0.0;0.0;0.0;3.0;0.101640991867;
0.450001358986;1.62891614437;15.3288288116;-1.75;-9.70081520081;0.452476710081;-8.98088003964e-09;0.0;0.0;0.0;3.0;0.123481474817;
0.49999293685;1.75695288181;15.3520174026;-1.75;-9.67036628723;0.488042473793;1.02777306665e-07;0.0;0.0;0.0;3.0;0.146748021245;
0.549997746944;1.88125371933;15.3767976761;-1.75;-9.68140697479;0.522570490837;1.71086128375e-07;0.0;0.0;0.0;3.0;0.171682849526;
0.600009441376;2.00392007828;15.4033699036;-1.75;-9.63348770142;0.556644439697;2.19434468818e-07;0.0;0.0;0.0;3.0;0.198367357254;
0.650001585484;2.12521243095;15.4318141937;-1.75;-9.65647602081;0.590336799622;2.29537178598e-07;0.0;0.0;0.0;3.0;0.226855769753;
0.700012743473;2.24528312683;15.4621171951;-1.75;-9.7229757309;0.623689770699;2.31986689414e-07;0.0;0.0;0.0;3.0;0.257166296244;
0.75001513958;2.36439800262;15.4942102432;-1.75;-9.75933837891;0.656777203083;1.82238977686e-07;0.0;0.0;0.0;3.0;0.289259791374;
0.800006985664;2.48223352432;15.5280122757;-1.75;-9.76954746246;0.68950933218;1.63133833553e-07;0.0;0.0;0.0;3.0;0.323062002659;
0.850010275841;2.59850859642;15.5634593964;-1.75;-9.7790813446;0.721807956696;1.05871492906e-07;0.0;0.0;0.0;3.0;0.358511149883;
0.900008440018;2.71314930916;15.6005134583;-1.75;-9.79009914398;0.753652572632;7.69839303416e-08;0.0;0.0;0.0;3.0;0.395566731691;
0.95002502203;2.82596230507;15.6391410828;-1.75;-9.80355930328;0.784989535809;5.5136428756e-08;0.0;0.0;0.0;3.0;0.434195756912;
1.00001716614;2.93670272827;15.6793107986;-1.75;-9.81928253174;0.815750777721;4.4761051754e-08;0.0;0.0;0.0;3.0;0.474365979433;
1.05001056194;3.04514813423;15.7209863663;-1.75;-9.8382434845;0.845874488354;2.78823453215e-08;0.0;0.0;0.0;3.0;0.516041755676;
1.10002195835;3.15101051331;15.7641305923;-1.75;-9.8615398407;0.875280678272;8.24306845004e-09;0.0;0.0;0.0;3.0;0.55918610096;
1.15002584457;3.25401544571;15.8087091446;-1.75;-9.8889503479;0.903893172741;3.74699882233e-10;0.0;0.0;0.0;3.0;0.603765070438;
1.20002615452;3.35392332077;15.8546895981;-1.75;-9.91885852814;0.931645393372;4.54268317407e-10;0.0;0.0;0.0;3.0;0.649745047092;
1.25002968311;3.45055055618;15.9020338058;-1.75;-9.94735527039;0.958486258984;-2.84970241848e-10;0.0;0.0;0.0;3.0;0.697089195251;
1.30002403259;3.54372048378;15.9506988525;-1.75;-9.98334789276;0.984366774559;5.37735855843e-09;0.0;0.0;0.0;3.0;0.745755016804;
1.35003423691;3.6337928772;16.0006389618;-1.75;-10.0259933472;1.00938689709;6.18275830533e-09;0.0;0.0;0.0;3.0;0.795695602894;
1.40003657341;3.72161602974;16.0518169403;-1.75;-10.0661783218;1.03378224373;7.99838506538e-09;0.0;0.0;0.0;3.0;0.84687268734;
1.45004081726;3.80785918236;16.1042041779;-1.75;-10.0954227448;1.05773866177;9.95247084745e-09;0.0;0.0;0.0;3.0;0.899259626865;
1.5000411272;3.89309811592;16.1577835083;-1.75;-10.1148452759;1.08141613007;2.77154521555e-09;0.0;0.0;0.0;3.0;0.952839493752;
1.55004382133;3.97782707214;16.2125473022;-1.75;-10.1251659393;1.10495197773;3.89413035151e-09;0.0;0.0;0.0;3.0;1.00760293007;
1.6000585556;4.06245946884;16.2684898376;-1.75;-10.1273584366;1.1284610033;1.00936530245e-08;0.0;0.0;0.0;3.0;1.06354665756;
1.65005850792;4.14731121063;16.3256149292;-1.75;-10.1224966049;1.15203094482;8.99891983153e-09;0.0;0.0;0.0;3.0;1.12067210674;
1.70005071163;4.23260354996;16.383928299;-1.75;-10.1112003326;1.17572319508;5.68114089106e-09;0.0;0.0;0.0;3.0;1.17898416519;
1.75006365776;4.31851291656;16.4434337616;-1.75;-10.0936975479;1.1995869875;1.04842161619e-08;0.0;0.0;0.0;3.0;1.23849010468;
1.8000549078;4.4051861763;16.5041427612;-1.75;-10.0704717636;1.22366285324;1.0536998829e-08;0.0;0.0;0.0;3.0;1.29919934273;
