Time;Speed;Position X;Position Y;Acceleration X;Speed X;Speed Y;Collision State;Road Identifier;Brake Force;Lane Number;Trip Meter;Lane Gap;
0.0500290319324;0.252643227577;35.3863182068;-1.74999666214;-0.246652334929;0.0701786726713;0.000128404397401;0.0;0.0;0.0;3.0;0.0;3.32223953592e-06;
0.100038185716;0.182195365429;35.3907356262;-1.74999558926;-0.5034070611;0.0506098233163;0.000109592270746;0.0;0.0;0.0;3.0;0.0;4.46331250714e-06;
0.150046139956;0.0944553539157;35.3941040039;-1.74999439716;-0.44101652503;0.026237597689;8.59630163177e-05;0.0;0.0;0.0;3.0;0.0;5.59238287678e-06;
0.200025483966;0.0315951928496;35.3963279724;-1.74999344349;-0.314927637577;0.00877644214779;6.42901140964e-05;0.0;0.0;0.0;3.0;0.0;6.6024631451e-06;
0.250020772219;-0.0179867874831;35.3974494934;-1.74999260902;-0.0383398458362;-0.00499633001164;3.68167638953e-05;0.0;0.0;0.0;3.0;0.0;7.36351739761e-06;
0.30001398921;-0.0119683258235;35.3974151611;-1.7499922514;0.0861094295979;-0.00332453497685;1.40061420097e-05;0.0;0.0;0.0;3.0;0.0;7.75855187385e-06;
0.350031554699;0.00461252592504;35.3969612122;-1.74999189377;0.0919813066721;0.00128125713672;-3.2812677091e-06;0.0;0.0;0.0;3.0;0.0;8.05626132205e-06;
0.400040715933;0.0156962834299;35.3964385986;-1.74999165535;0.0348571501672;0.004360078834;-1.18422694868e-05;0.0;0.0;0.0;3.0;0.0;8.28848897072e-06;
0.450060129166;-0.0176271628588;35.3958740234;-1.74999165535;-0.765937447548;-0.00489643402398;-3.95533461415e-05;0.0;0.0;0.0;3.0;0.0;8.36960589368e-06;
0.500038266182;-0.0985564887524;35.3943710327;-1.7499922514;-0.24368417263;-0.0273768026382;-6.92228495609e-05;0.0;0.0;0.0;3.0;0.0;7.76937213232e-06;
0.55005043745;-0.118895888329;35.3924255371;-1.74999237061;-0.0277636963874;-0.0330266356468;-7.49168830225e-05;0.0;0.0;0.0;3.0;0.0;7.57654424888e-06;
0.600070714951;-0.113456867635;35.3906097412;-1.74999260902;0.0781067311764;-0.0315157957375;-7.27153892512e-05;0.0;0.0;0.0;3.0;0.0;7.44477756598e-06;
0.650059998035;-0.0919532775879;35.3888778687;-1.74999284744;0.122877925634;-0.0255425777286;-6.245754048e-05;0.0;0.0;0.0;3.0;0.0;7.14525731382e-06;
0.700058937073;-0.070750720799;35.3877449036;-1.74999320507;0.118245117366;-0.0196529775858;-5.00035966979e-05;0.0;0.0;0.0;3.0;0.0;6.8195190579e-06;
0.750065326691;-0.0520322844386;35.3868865967;-1.74999344349;0.0973287969828;-0.0144534120336;-3.71518071915e-05;0.0;0.0;0.0;3.0;0.0;6.53891129332e-06;
0.800084173679;-0.037296295166;35.3862495422;-1.74999368191;0.0737034529448;-0.0103600816801;-2.35406841966e-05;0.0;0.0;0.0;3.0;0.0;6.31745842838e-06;
0.850042104721;-0.0169051308185;35.3857345581;-1.74999380112;0.0132448617369;-0.00469586951658;-9.50519552134e-06;0.0;0.0;0.0;3.0;0.0;6.17815885562e-06;
0.900064229965;-0.00093565590214;35.3855895996;-1.74999380112;0.0472310893238;-0.000259904423729;-1.11007443593e-06;0.0;0.0;80.1670303345;3.0;0.0;6.15825729255e-06;
0.950019180775;0.00180537020788;35.3855934143;-1.74999403954;0.0020717701409;0.000501491711475;1.67514883742e-06;0.0;0.0;105.669128418;3.0;0.0;5.97847065364e-06;
1.00008940697;0.0017731009284;35.3856124878;-1.74999403954;-0.00121536804363;0.000492528022733;3.25718133354e-06;0.0;0.0;118.786483765;3.0;0.0;5.95170422457e-06;
1.05008625984;0.00141262775287;35.385635376;-1.74999403954;-0.00222774152644;0.000392396585084;3.58263923772e-06;0.0;0.0;126.073898315;3.0;0.0;5.97460257268e-06;
1.10008060932;0.00101627735421;35.3856506348;-1.74999403954;-0.00221897079609;0.000282299268292;2.99464113596e-06;0.0;0.0;121.701446533;3.0;0.0;6.0077800299e-06;
1.1500877142;0.000684811326209;35.3856658936;-1.74999392033;-0.00157822459005;0.000190225371625;2.12272311728e-06;0.0;0.0;121.701446533;3.0;0.0;6.03957005296e-06;
1.20006883144;0.000475711247418;35.3856773376;-1.74999380112;-0.000938134850003;0.000132142013172;1.75720435891e-06;0.0;0.0;114.414031982;3.0;0.0;6.18781677986e-06;
1.25007498264;0.000344694359228;35.385684967;-1.74999368191;-0.000437023001723;9.57484371611e-05;2.79305550066e-06;0.0;0.0;112.956550598;3.0;0.0;6.34108528175e-06;
1.30010008812;0.000288319773972;35.3856925964;-1.74999332428;-0.00032977401861;8.00888301455e-05;3.03768820231e-06;0.0;0.0;110.0415802;3.0;0.0;6.62227012072e-06;
1.35009419918;0.000246276147664;35.3856964111;-1.74999296665;-0.000290192314424;6.84100377839e-05;3.39191160492e-06;0.0;0.0;110.0415802;3.0;0.0;7.08386460246e-06;
1.40009558201;0.000234496576013;35.3856964111;-1.74999165535;-0.000638344732579;6.51379377814e-05;3.99598184231e-06;0.0;0.0;108.584098816;3.0;0.0;8.40072152641e-06;
1.45008718967;0.000178146990947;35.3856964111;-1.74998986721;-0.00041050062282;4.94852756674e-05;1.09047559818e-05;0.0;0.0;107.126617432;3.0;0.0;1.0107948583e-05;
1.50010061264;0.000130933098262;35.3856964111;-1.74998939037;-0.000202277413337;3.63703038602e-05;1.23385816551e-05;0.0;0.0;104.211647034;3.0;0.0;1.06522820715e-05;
