Time;Speed;Position X;Position Y;Channel;
0.049958858639;0.234635695815;6162.55224609;-10.1851673126;0.0;
0.130376115441;0.0946589782834;6162.54589844;-10.1852016449;0.0;
0.156994238496;0.0598987750709;6162.54492188;-10.1852092743;0.0;
0.199951395392;0.00210569077171;6162.54296875;-10.1852197647;0.0;
0.249958142638;-0.0185052175075;6162.54248047;-10.1852235794;0.0;
0.299961864948;-0.00666810479015;6162.54296875;-10.1852235794;0.0;
0.349967718124;0.00941704399884;6162.54345703;-10.1852216721;0.0;
0.399972647429;0.0173345431685;6162.54394531;-10.1852197647;0.0;
0.449967950583;-0.0548963956535;6162.54443359;-10.18521595;0.0;
0.702578246593;-0.064126983285;6162.55273438;-10.1851739883;0.0;
0.749929845333;-0.0466770268977;6162.55371094;-10.1851701736;0.0;
0.79997330904;-0.033280082047;6162.55419922;-10.1851663589;0.0;
0.849988222122;-0.0221883319318;6162.5546875;-10.1851634979;0.0;
0.899994969368;-0.0156510900706;6162.5546875;-10.1851615906;0.0;
0.949967682362;-0.0110556771979;6162.55517578;-10.1851606369;0.0;
0.99999666214;-0.00738607253879;6162.55517578;-10.1851596832;0.0;
1.05000257492;-0.00523545313627;6162.55517578;-10.1851596832;0.0;
1.10000991821;-0.00371873495169;6162.55566406;-10.1851596832;0.0;
1.15001058578;-0.00265105627477;6162.55566406;-10.1851587296;0.0;
1.19999563694;-0.00187502568588;6162.55566406;-10.1851587296;0.0;
1.25002861023;-0.00128603703342;6162.55566406;-10.1851587296;0.0;
1.30000376701;-0.000941988429986;6162.55566406;-10.1851587296;0.0;
1.35002160072;-0.000698832620401;6162.55566406;-10.1851587296;0.0;
1.40002024174;-0.000525303476024;6162.55566406;-10.1851587296;0.0;
1.4500092268;-0.000400756194722;6162.55566406;-10.1851587296;0.0;
1.50002527237;-0.000297381076962;6162.55566406;-10.1851587296;0.0;
1.55001783371;-0.000234204126173;6162.55566406;-10.1851587296;0.0;
1.60000240803;-0.000186097473488;6162.55566406;-10.1851577759;0.0;
1.64999854565;-0.000149167797645;6162.55566406;-10.1851577759;0.0;
1.69998121262;-0.000116984832857;6162.55566406;-10.1851577759;0.0;
1.75004160404;-9.61976620601e-05;6162.55566406;-10.1851577759;0.0;
1.80000162125;-8.04429291748e-05;6162.55566406;-10.1851577759;0.0;
1.85003972054;-6.63354221615e-05;6162.55566406;-10.1851577759;0.0;
1.90003347397;-5.90728232055e-05;6162.55566406;-10.1851577759;0.0;
1.95004534721;-4.49336512247e-05;6162.55566406;-10.1851577759;0.0;
2.0191655159;-3.35093682224e-05;6162.55566406;-10.1851577759;0.0;
2.16907477379;-1.92845618585e-05;6162.55566406;-10.1851577759;0.0;
2.25108003616;-1.38271134347e-05;6162.55566406;-10.1851577759;0.0;
2.45987510681;-6.84029191689e-06;6162.55566406;-10.1851577759;0.0;
2.52345275879;-5.38205131306e-06;6162.55566406;-10.1851577759;0.0;
2.55008435249;-4.92333947477e-06;6162.55566406;-10.1851577759;0.0;
2.60007786751;-4.15716112911e-06;6162.55566406;-10.1851577759;0.0;
2.65008068085;-3.4476786368e-06;6162.55566406;-10.1851577759;0.0;
2.70003342628;-2.94108804155e-06;6162.55566406;-10.1851577759;0.0;
2.75008153915;-2.54009546552e-06;6162.55566406;-10.1851577759;0.0;
2.80008506775;-2.25576377488e-06;6162.55566406;-10.1851577759;0.0;
2.85009384155;-1.99821806746e-06;6162.55566406;-10.1851577759;0.0;
2.90008354187;-1.78143477569e-06;6162.55566406;-10.1851577759;0.0;
2.99797916412;-1.27406690353e-06;6162.55566406;-10.1851577759;0.0;
3.00291991234;-1.23073152736e-06;6162.55566406;-10.1851577759;0.0;
3.05010271072;-9.62501417234e-07;6162.55566406;-10.1851577759;0.0;
3.10010123253;-7.4628837865e-07;6162.55566406;-10.1851577759;0.0;
3.15009307861;-5.71093892177e-07;6162.55566406;-10.1851577759;0.0;
3.20009374619;-4.66057770154e-07;6162.55566406;-10.1851577759;0.0;
3.25012493134;-3.8562887994e-07;6162.55566406;-10.1851577759;0.0;
3.30010533333;-3.27414710455e-07;6162.55566406;-10.1851577759;0.0;
3.35011315346;-2.97411133943e-07;6162.55566406;-10.1851577759;0.0;
3.40012836456;-2.55282003536e-07;6162.55566406;-10.1851577759;0.0;
3.450122118;-2.25174829893e-07;6162.55566406;-10.1851577759;0.0;
3.50011920929;-2.12199466887e-07;6162.55566406;-10.1851577759;0.0;
3.55011796951;1.55260082124e-07;6162.55566406;-10.1851577759;0.0;
3.60011672974;3.93740094751e-07;6162.55566406;-10.1851577759;0.0;
3.65014791489;-5.85210138127e-08;6162.55566406;-10.1851577759;0.0;
3.70013070107;-5.79726702199e-07;6162.55566406;-10.1851577759;0.0;
3.75014257431;-4.66027330503e-07;6162.55566406;-10.1851577759;0.0;
3.80014777184;-2.74808343192e-07;6162.55566406;-10.1851577759;0.0;
3.85014438629;-1.2049682141e-07;6162.55566406;-10.1851577759;0.0;
3.90015244484;-5.668279357e-08;6162.55566406;-10.1851577759;0.0;
3.95014023781;-1.91608400257e-08;6162.55566406;-10.1851577759;0.0;
4.00014543533;4.21580415022e-09;6162.55566406;-10.1851577759;0.0;
4.05014324188;-4.24797175214e-09;6162.55566406;-10.1851577759;0.0;
4.10015726089;-1.51095547185e-09;6162.55566406;-10.1851577759;0.0;
4.15015697479;2.87752127681e-10;6162.55566406;-10.1851577759;0.0;
4.20014381409;-1.17658789378e-08;6162.55566406;-10.1851577759;0.0;
4.25018024445;3.4015299466e-09;6162.55566406;-10.1851577759;0.0;
4.30016803741;-9.10586273051e-09;6162.55566406;-10.1851577759;0.0;
4.3501739502;-1.15396394662e-08;6162.55566406;-10.1851577759;0.0;
4.4001789093;-7.19686132911e-09;6162.55566406;-10.1851577759;0.0;
4.45016860962;-5.16808196238e-09;6162.55566406;-10.1851577759;0.0;
4.50017786026;2.5049545771e-10;6162.55566406;-10.1851577759;0.0;
4.55018424988;-1.1860293303e-10;6162.55566406;-10.1851577759;0.0;
4.60017251968;-1.703858582e-10;6162.55566406;-10.1851577759;0.0;
4.65018987656;-1.93320670583e-09;6162.55566406;-10.1851577759;0.0;
4.70019626617;-2.98435587354e-09;6162.55566406;-10.1851577759;0.0;
4.75019454956;-1.00732187036e-08;6162.55566406;-10.1851577759;0.0;
4.80018424988;-5.63560220712e-09;6162.55566406;-10.1851577759;0.0;
4.85017967224;3.64529362251e-09;6162.55566406;-10.1851577759;0.0;
4.900182724;-5.43819211885e-09;6162.55566406;-10.1851577759;0.0;
4.95019960403;-1.36132447537e-08;6162.55566406;-10.1851577759;0.0;
